id;content;contact_id;app_account_id;deal_id
708;imperdiet et commodo;306;3;null
709;ultrices libero non mattis pulvinar nulla;381;3;null
710;nonummy maecenas tincidunt;344;3;null
711;donec quis orci;343;3;null
712;orci luctus et ultrices;382;3;null
713;volutpat convallis;308;3;null
714;aliquam lacus morbi quis;328;3;null
715;quis orci nullam molestie nibh in;397;3;null
716;turpis elementum ligula vehicula;383;3;null
717;neque sapien placerat ante nulla justo;387;3;null
718;nisi volutpat eleifend;336;3;null
719;odio porttitor id consequat in;350;3;null
720;ante ipsum primis in faucibus orci;308;3;null
721;volutpat in congue etiam justo;368;3;null
722;aliquam non mauris morbi non;377;3;null
723;eleifend quam a;370;3;null
724;nulla suspendisse potenti cras in purus;327;3;null
725;nulla mollis;301;3;null
726;at diam nam;360;3;null
727;convallis duis consequat dui nec nisi;341;3;null
728;pede lobortis ligula sit;307;3;null
729;venenatis non sodales sed tincidunt eu;306;3;null
730;sagittis nam congue risus semper porta;364;3;null
731;lorem vitae mattis nibh ligula;395;3;null
732;fringilla rhoncus mauris enim leo rhoncus;323;3;null
733;natoque penatibus et magnis dis parturient;382;3;null
734;nulla mollis molestie;335;3;null
735;odio condimentum id;318;3;null
736;magna vestibulum aliquet ultrices erat tortor;331;3;null
737;in quam fringilla rhoncus mauris;334;3;null
738;ultrices erat tortor sollicitudin mi;303;3;null
739;amet erat nulla;319;3;null
740;consectetuer adipiscing elit proin risus;347;3;null
741;eget tincidunt eget tempus;330;3;null
742;elementum ligula vehicula consequat morbi;334;3;null
743;at velit vivamus vel nulla eget;358;3;null
744;suscipit a feugiat et eros;375;3;null
745;vulputate luctus;320;3;null
746;ultrices libero non;335;3;null
747;nulla nisl nunc;319;3;null
748;in faucibus orci luctus et ultrices;337;3;null
749;ipsum integer a nibh in;302;3;null
750;ac neque;362;3;null
751;scelerisque quam turpis adipiscing;305;3;null
752;consequat morbi a;363;3;null
753;elementum ligula;302;3;null
754;nisi volutpat eleifend;357;3;null
755;dis parturient montes nascetur ridiculus mus;358;3;null
756;praesent id massa id;368;3;null
757;quis libero;385;3;null
758;dui maecenas;388;3;null
759;dapibus nulla suscipit;394;3;null
760;at velit vivamus;331;3;null
761;quis odio consequat varius integer ac;386;3;null
762;lectus vestibulum quam sapien;301;3;null
763;non velit nec nisi vulputate nonummy;316;3;null
764;in tempor turpis;323;3;null
765;turpis adipiscing lorem vitae mattis nibh;383;3;null
766;sed augue;367;3;null
767;ligula nec sem;331;3;null
768;ut massa quis augue;381;3;null
769;vitae mattis nibh;355;3;null
770;cubilia curae nulla dapibus dolor vel;340;3;null
771;vivamus vestibulum;364;3;null
772;gravida sem praesent id massa;379;3;null
773;dis parturient;359;3;null
774;fermentum justo;364;3;null
775;curabitur convallis duis;312;3;null
776;ut tellus;332;3;null
777;sit amet;344;3;null
778;lectus in est risus;332;3;null
779;vulputate ut ultrices;395;3;null
780;aliquam non mauris;350;3;null
781;nibh ligula;346;3;null
782;amet lobortis sapien sapien;305;3;null
783;duis faucibus accumsan;388;3;null
784;rhoncus dui vel sem;390;3;null
785;vivamus tortor duis;386;3;null
786;erat vestibulum sed magna at;344;3;null
787;tellus nisi eu;375;3;null
788;tellus semper interdum mauris ullamcorper purus;374;3;null
789;pellentesque viverra pede ac diam;312;3;null
790;amet turpis elementum ligula;384;3;null
791;fusce posuere felis sed;389;3;null
792;dapibus at diam nam tristique;320;3;null
793;augue quam sollicitudin vitae consectetuer eget;395;3;null
794;ut tellus nulla ut erat id;330;3;null
795;auctor sed tristique in tempus;347;3;null
796;sit amet nulla quisque arcu;373;3;null
797;enim leo rhoncus sed vestibulum sit;369;3;null
798;feugiat non pretium;305;3;null
799;primis in faucibus orci;330;3;null
800;ipsum ac;385;3;null
801;augue vestibulum;390;3;null
802;venenatis turpis enim;306;3;null
803;dapibus duis at velit eu est;338;3;null
804;sapien placerat ante nulla justo;386;3;null
805;cubilia curae;322;3;null
806;adipiscing lorem vitae mattis nibh;369;3;null
807;vulputate luctus cum;368;3;null
808;rhoncus dui vel sem sed;324;3;null
809;cum sociis natoque penatibus et magnis;371;3;null
810;cum sociis natoque penatibus;367;3;null
811;odio consequat varius integer ac leo;372;3;null
812;id mauris vulputate;318;3;null
813;fermentum donec ut mauris eget;308;3;null
814;mus vivamus vestibulum;383;3;null
815;mattis pulvinar nulla pede ullamcorper;370;3;null
816;at turpis donec posuere;393;3;null
817;malesuada in imperdiet et;379;3;null
818;ultrices libero non mattis pulvinar nulla;381;3;null
819;lacus morbi;380;3;null
820;integer ac neque duis bibendum;390;3;null
821;etiam faucibus cursus urna ut;317;3;null
822;vitae nisi nam ultrices libero non;359;3;null
823;in hac habitasse platea dictumst;353;3;null
824;quam sollicitudin vitae;396;3;null
825;risus praesent;386;3;null
826;ultrices phasellus;306;3;null
827;dolor sit amet consectetuer adipiscing;348;3;null
828;nulla tellus in sagittis dui vel;340;3;null
829;nullam orci;311;3;null
830;erat id mauris vulputate elementum;303;3;null
831;ligula nec sem duis aliquam;355;3;null
832;orci luctus;375;3;null
833;ultrices enim lorem ipsum;354;3;null
834;eleifend quam a odio in hac;373;3;null
835;sit amet diam;341;3;null
836;rhoncus aliquet pulvinar sed nisl;347;3;null
837;elit proin interdum;365;3;null
838;nulla sed accumsan felis;387;3;null
839;nulla eget eros elementum pellentesque quisque;354;3;null
840;mattis pulvinar nulla pede;317;3;null
841;pellentesque volutpat dui;372;3;null
842;ac est lacinia nisi venenatis;307;3;null
843;odio justo sollicitudin;372;3;null
844;maecenas tincidunt lacus at;368;3;null
845;facilisi cras non;355;3;null
846;rhoncus aliquam;359;3;null
847;in hac habitasse platea dictumst;341;3;null
848;massa volutpat convallis morbi odio odio;370;3;null
849;tempus vel pede morbi porttitor;387;3;null
850;pulvinar lobortis est phasellus sit amet;343;3;null
851;maecenas ut massa quis augue;301;3;null
852;mattis egestas metus aenean fermentum;317;3;null
853;nascetur ridiculus mus etiam vel augue;335;3;null
854;duis bibendum felis sed interdum;350;3;null
855;odio justo sollicitudin ut;352;3;null
856;tortor risus dapibus augue vel;330;3;null
857;sagittis sapien cum sociis natoque penatibus;311;3;null
858;sapien cum sociis natoque penatibus et;395;3;null
859;id nulla ultrices;389;3;null
860;erat curabitur gravida nisi;309;3;null
861;ligula suspendisse ornare consequat lectus in;315;3;null
862;suspendisse potenti cras;375;3;null
863;elit proin;320;3;null
864;donec dapibus duis at velit eu;339;3;null
865;non mauris;354;3;null
866;et ultrices posuere cubilia curae nulla;360;3;null
867;posuere cubilia curae duis;383;3;null
868;orci luctus et ultrices posuere cubilia;355;3;null
869;velit id;321;3;null
870;vel nisl duis;325;3;null
871;tortor duis mattis egestas;300;3;null
872;blandit mi in porttitor pede justo;303;3;null
873;tortor eu pede;377;3;null
874;quisque arcu libero;362;3;null
875;dignissim vestibulum vestibulum;370;3;null
876;nec dui luctus rutrum nulla;394;3;null
877;porta volutpat quam pede lobortis;322;3;null
878;viverra dapibus nulla;305;3;null
879;sed nisl nunc rhoncus dui;372;3;null
880;nisl duis ac;320;3;null
881;luctus cum sociis natoque;370;3;null
882;pretium nisl ut volutpat sapien;328;3;null
883;libero quis orci nullam molestie;338;3;null
884;adipiscing molestie hendrerit;312;3;null
885;eu pede;382;3;null
886;curae mauris;355;3;null
887;mauris non ligula pellentesque;371;3;null
888;sed nisl nunc;399;3;null
889;enim leo rhoncus sed vestibulum;379;3;null
890;est quam pharetra magna ac;392;3;null
891;dui nec nisi volutpat;323;3;null
892;sapien ut;379;3;null
893;dolor sit;394;3;null
894;vestibulum quam sapien varius ut;370;3;null
895;arcu adipiscing;380;3;null
896;sit amet;387;3;null
897;parturient montes nascetur ridiculus mus;338;3;null
898;risus semper porta volutpat quam pede;308;3;null
899;lacus curabitur;359;3;null
900;nibh in quis justo;347;3;null
901;volutpat convallis morbi odio;372;3;null
902;eleifend luctus ultricies eu nibh quisque;358;3;null
903;justo aliquam;304;3;null
904;sit amet;308;3;null
905;vestibulum ante ipsum primis in faucibus;386;3;null
906;eu felis fusce;333;3;null
907;in hac;364;3;null
908;sed lacus morbi sem mauris laoreet;390;3;null
909;pellentesque viverra pede ac diam;343;3;null
910;mattis odio donec vitae;386;3;null
911;blandit lacinia erat vestibulum sed magna;323;3;null
912;suscipit a;357;3;null
913;id ornare imperdiet;311;3;null
914;in faucibus orci;388;3;null
915;pellentesque volutpat dui maecenas tristique;302;3;null
916;felis ut at dolor quis odio;367;3;null
917;dictumst etiam faucibus cursus;345;3;null
918;velit id pretium iaculis diam erat;351;3;null
919;justo etiam pretium iaculis justo in;395;3;null
920;pede venenatis non;361;3;null
921;fusce lacus purus;340;3;null
922;magna vestibulum aliquet ultrices erat tortor;305;3;null
923;congue risus semper;306;3;null
924;porta volutpat quam pede lobortis;346;3;null
925;sed ante;388;3;null
926;et ultrices;356;3;null
927;sit amet;397;3;null
928;nunc commodo placerat praesent blandit nam;374;3;null
929;luctus et ultrices posuere cubilia curae;304;3;null
930;scelerisque quam turpis adipiscing lorem vitae;311;3;null
931;luctus tincidunt;356;3;null
932;tellus nisi eu orci mauris;365;3;null
933;vel nulla eget eros;307;3;null
934;auctor gravida sem praesent id massa;337;3;null
935;duis faucibus;360;3;null
936;libero quis orci;373;3;null
937;vel ipsum praesent blandit;398;3;null
938;massa volutpat convallis morbi odio odio;380;3;null
939;lectus vestibulum quam;324;3;null
940;pulvinar nulla pede ullamcorper augue;386;3;null
941;nisl nunc;308;3;null
942;orci eget orci vehicula condimentum curabitur;360;3;null
943;congue risus;324;3;null
944;turpis elementum;314;3;null
945;lacus morbi sem mauris laoreet;362;3;null
946;pharetra magna;331;3;null
947;phasellus in felis donec;310;3;null
948;sapien cursus;325;3;null
949;sed tristique;389;3;null
950;sollicitudin vitae consectetuer eget;380;3;null
951;ac diam cras;353;3;null
952;sed ante vivamus tortor duis mattis;308;3;null
953;cursus id turpis integer aliquet massa;304;3;null
954;sodales sed tincidunt eu felis fusce;367;3;null
955;quam a;383;3;null
956;amet nulla quisque;314;3;null
957;nulla nunc purus phasellus;399;3;null
958;lectus in est risus;372;3;null
959;faucibus orci luctus;396;3;null
960;orci nullam molestie;325;3;null
961;lacus purus aliquet;345;3;null
962;in hac;315;3;null
963;in sapien iaculis;306;3;null
964;rutrum nulla tellus;355;3;null
965;id justo sit amet;311;3;null
966;sed justo pellentesque viverra pede;341;3;null
967;nulla tempus vivamus in;325;3;null
968;vestibulum sed;380;3;null
969;et eros vestibulum ac;399;3;null
970;quis libero nullam sit;328;3;null
971;nulla nisl nunc nisl duis;394;3;null
972;nibh in hac habitasse platea;332;3;null
973;consequat in consequat ut nulla sed;344;3;null
974;vestibulum sed magna;304;3;null
975;non velit nec nisi vulputate nonummy;372;3;null
976;amet diam in;342;3;null
977;phasellus id sapien;349;3;null
978;a odio;384;3;null
979;purus phasellus in;365;3;null
980;erat curabitur gravida nisi;340;3;null
981;praesent lectus vestibulum;369;3;null
982;habitasse platea dictumst;371;3;null
983;aliquam sit;357;3;null
984;sed tincidunt eu felis fusce;368;3;null
985;non interdum in ante vestibulum ante;393;3;null
986;at nunc commodo placerat praesent;322;3;null
987;ante vel ipsum praesent blandit lacinia;381;3;null
988;fringilla rhoncus mauris enim leo;301;3;null
989;vel augue;317;3;null
990;amet lobortis;360;3;null
991;elementum ligula;358;3;null
992;orci mauris lacinia;375;3;null
993;dictumst etiam faucibus;384;3;null
994;laoreet ut rhoncus aliquet pulvinar;331;3;null
995;aliquam non mauris morbi;300;3;null
996;a odio in hac habitasse;358;3;null
997;nisi nam ultrices libero non mattis;378;3;null
998;nonummy maecenas tincidunt lacus at;361;3;null
999;elit proin interdum mauris non ligula;318;3;null
1000;tellus in;380;3;null
1001;nonummy integer non velit donec;350;3;null
1002;ante nulla;399;3;null
1003;sit amet eleifend pede;342;3;null
1004;morbi sem mauris laoreet ut;366;3;null
1005;rutrum nulla nunc purus;483;4;null
1006;nunc purus phasellus;402;4;null
1007;dui vel nisl duis ac;439;4;null
1008;sapien urna pretium nisl ut;427;4;null
1009;ut nulla;447;4;null
1010;ligula in;435;4;null
1011;ut erat;477;4;null
1012;ultrices aliquet maecenas leo;420;4;null
1013;morbi quis tortor;473;4;null
1014;montes nascetur;496;4;null
1015;id ornare imperdiet;420;4;null
1016;at nulla;457;4;null
1017;nulla neque;438;4;null
1018;aliquet maecenas leo odio;431;4;null
1019;velit nec nisi vulputate nonummy maecenas;436;4;null
1020;venenatis tristique fusce;490;4;null
1021;molestie hendrerit at vulputate vitae nisl;453;4;null
1022;ipsum ac;445;4;null
1023;morbi vestibulum;490;4;null
1024;augue vel accumsan tellus;413;4;null
1025;suscipit a feugiat et;441;4;null
1026;nulla dapibus dolor vel;490;4;null
1027;eu interdum eu tincidunt;424;4;null
1028;ante ipsum primis in;432;4;null
1029;aliquam sit;423;4;null
1030;nec sem;481;4;null
1031;nec condimentum neque;405;4;null
1032;malesuada in imperdiet et commodo;426;4;null
1033;interdum venenatis turpis;407;4;null
1034;libero non mattis pulvinar nulla;491;4;null
1035;aliquet ultrices;495;4;null
1036;quam sollicitudin vitae consectetuer eget;467;4;null
1037;suscipit ligula in lacus curabitur;434;4;null
1038;eu pede;497;4;null
1039;consequat in consequat ut nulla sed;481;4;null
1040;semper interdum mauris ullamcorper purus sit;491;4;null
1041;non velit donec;411;4;null
1042;tempus semper;458;4;null
1043;maecenas tristique est;485;4;null
1044;donec diam neque vestibulum;405;4;null
1045;quisque id justo sit;418;4;null
1046;nec nisi volutpat;413;4;null
1047;integer tincidunt ante;478;4;null
1048;in hac habitasse platea dictumst morbi;491;4;null
1049;duis aliquam convallis;462;4;null
1050;odio consequat varius integer ac;462;4;null
1051;dolor quis odio consequat varius integer;439;4;null
1052;curabitur in libero ut massa volutpat;463;4;null
1053;erat quisque erat eros viverra eget;462;4;null
1054;metus sapien;470;4;null
1055;rhoncus aliquet pulvinar sed nisl nunc;496;4;null
1056;mi in;422;4;null
1057;blandit non interdum in ante vestibulum;442;4;null
1058;sed justo pellentesque viverra pede;421;4;null
1059;vivamus metus arcu adipiscing molestie hendrerit;483;4;null
1060;molestie nibh in lectus pellentesque at;498;4;null
1061;erat vestibulum sed;440;4;null
1062;donec odio justo sollicitudin ut suscipit;485;4;null
1063;ligula pellentesque ultrices phasellus;463;4;null
1064;commodo vulputate justo in blandit;450;4;null
1065;cubilia curae donec;496;4;null
1066;sed vel enim;426;4;null
1067;hac habitasse platea dictumst;409;4;null
1068;augue aliquam erat volutpat in;411;4;null
1069;purus eu magna;492;4;null
1070;convallis tortor;465;4;null
1071;imperdiet nullam orci pede venenatis non;410;4;null
1072;at vulputate;405;4;null
1073;posuere cubilia curae;418;4;null
1074;congue etiam justo etiam pretium;457;4;null
1075;pede posuere nonummy integer non;407;4;null
1076;sed vel enim sit;446;4;null
1077;gravida sem;403;4;null
1078;orci eget orci vehicula condimentum curabitur;474;4;null
1079;nec sem duis aliquam convallis nunc;428;4;null
1080;tincidunt ante vel ipsum praesent;492;4;null
1081;vel dapibus at diam nam;401;4;null
1082;ut rhoncus aliquet;411;4;null
1083;interdum in ante vestibulum;430;4;null
1084;sed vestibulum;418;4;null
1085;vulputate ut;470;4;null
1086;lacus curabitur at ipsum ac tellus;424;4;null
1087;nulla dapibus dolor vel;446;4;null
1088;quis lectus;466;4;null
1089;amet eleifend pede libero quis orci;423;4;null
1090;nullam varius nulla facilisi cras non;462;4;null
1091;id sapien in sapien iaculis;411;4;null
1092;parturient montes;444;4;null
1093;curae nulla dapibus dolor;425;4;null
1094;ut rhoncus aliquet;486;4;null
1095;ut ultrices vel;416;4;null
1096;in felis eu sapien cursus vestibulum;418;4;null
1097;integer pede justo lacinia eget;434;4;null
1098;iaculis justo in hac habitasse;413;4;null
1099;luctus ultricies eu;410;4;null
1100;curae donec pharetra magna vestibulum aliquet;493;4;null
1101;tristique est et tempus;412;4;null
1102;quis tortor;407;4;null
1103;a ipsum;492;4;null
1104;morbi ut odio;405;4;null
1105;molestie nibh in lectus pellentesque;408;4;null
1106;sem sed sagittis nam congue risus;469;4;null
1107;quisque arcu libero rutrum;423;4;null
1108;amet nunc viverra dapibus nulla;404;4;null
1109;sagittis nam;455;4;null
1110;ac est lacinia nisi;491;4;null
1111;consequat in consequat;452;4;null
1112;vel est donec odio;499;4;null
1113;id ligula;460;4;null
1114;vel ipsum praesent;482;4;null
1115;id massa id nisl;453;4;null
1116;imperdiet et;428;4;null
1117;sit amet consectetuer adipiscing elit;415;4;null
1118;tincidunt ante vel ipsum praesent blandit;416;4;null
1119;sit amet consectetuer;435;4;null
1120;id justo;498;4;null
1121;pede libero quis;424;4;null
1122;quam sollicitudin vitae consectetuer eget rutrum;444;4;null
1123;venenatis tristique fusce;496;4;null
1124;pellentesque viverra pede ac diam;439;4;null
1125;dui proin leo odio porttitor;419;4;null
1126;ipsum primis;423;4;null
1127;praesent lectus vestibulum;478;4;null
1128;bibendum imperdiet nullam orci pede venenatis;476;4;null
1129;congue diam id ornare imperdiet;426;4;null
1130;quam pede lobortis ligula sit;479;4;null
1131;lacus at velit vivamus;470;4;null
1132;at velit;425;4;null
1133;odio odio elementum eu interdum;495;4;null
1134;ridiculus mus etiam;488;4;null
1135;eget massa tempor;426;4;null
1136;molestie sed justo pellentesque viverra;463;4;null
1137;eget elit sodales scelerisque;407;4;null
1138;pretium nisl ut volutpat sapien arcu;440;4;null
1139;vestibulum ante ipsum primis in faucibus;437;4;null
1140;molestie hendrerit at vulputate vitae nisl;422;4;null
1141;pede ullamcorper augue a suscipit;405;4;null
1142;et magnis dis parturient montes nascetur;401;4;null
1143;convallis eget eleifend luctus ultricies eu;432;4;null
1144;felis sed;459;4;null
1145;potenti cras in purus eu magna;416;4;null
1146;nisi nam;476;4;null
1147;fermentum justo;450;4;null
1148;condimentum curabitur in libero ut massa;407;4;null
1149;ut ultrices vel augue vestibulum;495;4;null
1150;habitasse platea dictumst;434;4;null
1151;quam turpis adipiscing lorem;464;4;null
1152;posuere felis sed lacus morbi;456;4;null
1153;maecenas ut massa;412;4;null
1154;posuere felis sed lacus morbi sem;413;4;null
1155;felis eu sapien cursus vestibulum;470;4;null
1156;sed magna at;498;4;null
1157;condimentum neque sapien placerat ante;410;4;null
1158;tortor id nulla ultrices aliquet maecenas;442;4;null
1159;ultrices phasellus id sapien in sapien;432;4;null
1160;maecenas pulvinar lobortis est phasellus sit;460;4;null
1161;vel accumsan tellus;479;4;null
1162;dis parturient;467;4;null
1163;sapien iaculis congue vivamus metus arcu;447;4;null
1164;non mi;489;4;null
1165;lorem ipsum dolor sit amet consectetuer;449;4;null
1166;placerat ante nulla justo aliquam;473;4;null
1167;posuere nonummy integer non;469;4;null
1168;etiam faucibus cursus urna ut tellus;425;4;null
1169;nulla justo aliquam quis;460;4;null
1170;ultrices posuere;409;4;null
1171;primis in faucibus orci luctus et;443;4;null
1172;sit amet;451;4;null
1173;nec euismod scelerisque quam turpis adipiscing;463;4;null
1174;duis ac nibh fusce lacus;474;4;null
1175;rutrum nulla nunc purus phasellus in;402;4;null
1176;et ultrices posuere cubilia curae duis;423;4;null
1177;ac est lacinia nisi venenatis tristique;445;4;null
1178;ut massa volutpat convallis;450;4;null
1179;in hac habitasse platea;431;4;null
1180;aliquam non mauris morbi;418;4;null
1181;interdum venenatis turpis enim;419;4;null
1182;sapien sapien;415;4;null
1183;ultrices enim lorem;428;4;null
1184;sit amet;440;4;null
1185;pellentesque viverra pede;469;4;null
1186;eget massa tempor;480;4;null
1187;rhoncus sed vestibulum sit amet;429;4;null
1188;lobortis ligula sit amet eleifend;449;4;null
1189;in consequat ut;475;4;null
1190;quisque erat eros viverra;465;4;null
1191;magnis dis parturient montes;480;4;null
1192;velit id pretium;411;4;null
1193;libero ut;422;4;null
1194;nisi venenatis tristique fusce congue;403;4;null
1195;morbi ut odio cras;417;4;null
1196;cursus urna ut;496;4;null
1197;justo eu massa donec;402;4;null
1198;sem mauris;490;4;null
1199;non pretium quis;457;4;null
1200;diam vitae quam suspendisse potenti;448;4;null
1201;turpis nec euismod scelerisque quam turpis;415;4;null
1202;eget elit;468;4;null
1203;vulputate luctus cum sociis natoque;497;4;null
1204;odio cras mi pede malesuada;496;4;null
1205;sed sagittis;496;4;null
1206;congue diam;436;4;null
1207;dui vel sem;421;4;null
1208;diam in magna;475;4;null
1209;magna bibendum imperdiet nullam;423;4;null
1210;lacus curabitur at;418;4;null
1211;velit nec nisi vulputate nonummy;405;4;null
1212;platea dictumst aliquam augue quam;425;4;null
1213;pede posuere nonummy integer non;410;4;null
1214;lectus pellentesque eget nunc donec quis;448;4;null
1215;mauris vulputate elementum nullam varius;474;4;null
1216;lectus pellentesque at nulla suspendisse;474;4;null
1217;eu massa;403;4;null
1218;justo aliquam;491;4;null
1219;in sapien iaculis congue;494;4;null
1220;consequat ut nulla sed accumsan felis;434;4;null
1221;varius ut blandit;422;4;null
1222;nunc purus;465;4;null
1223;eleifend donec ut dolor morbi;420;4;null
1224;aliquam convallis nunc;463;4;null
1225;hac habitasse platea;414;4;null
1226;molestie lorem quisque ut;447;4;null
1227;duis at;433;4;null
1228;phasellus sit amet erat nulla tempus;432;4;null
1229;penatibus et magnis dis parturient montes;463;4;null
1230;lobortis convallis tortor;475;4;null
1231;faucibus orci luctus et ultrices;489;4;null
1232;lectus pellentesque at nulla suspendisse;409;4;null
1233;morbi vestibulum velit id pretium;418;4;null
1234;odio porttitor id consequat in;409;4;null
1235;nulla mollis molestie lorem quisque;479;4;null
1236;sed accumsan felis ut at;499;4;null
1237;vel est donec odio justo sollicitudin;459;4;null
1238;non mattis pulvinar nulla;418;4;null
1239;tristique est et tempus semper;428;4;null
1240;primis in faucibus orci luctus et;403;4;null
1241;dolor sit amet consectetuer adipiscing;449;4;null
1242;et tempus semper est quam pharetra;412;4;null
1243;venenatis lacinia aenean sit amet;471;4;null
1244;dapibus at diam nam;437;4;null
1245;est congue elementum in hac;484;4;null
1246;pede justo lacinia eget tincidunt eget;471;4;null
1247;sit amet eros suspendisse;477;4;null
1248;adipiscing molestie hendrerit;467;4;null
1249;pellentesque volutpat dui;409;4;null
1250;porttitor lacus at turpis donec;462;4;null
1251;lacus at;434;4;null
1252;vestibulum ante ipsum primis;480;4;null
1253;venenatis non sodales sed tincidunt;496;4;null
1254;lorem ipsum;464;4;null
1255;quis lectus suspendisse potenti in;493;4;null
1256;porttitor lorem;417;4;null
1257;amet nunc;477;4;null
1258;quisque erat eros viverra eget;477;4;null
1259;auctor sed;401;4;null
1260;nisl nunc rhoncus;422;4;null
1261;curae donec;454;4;null
1262;mauris sit amet eros suspendisse accumsan;453;4;null
1263;eu est congue elementum in;401;4;null
1264;duis ac nibh fusce lacus purus;487;4;null
1265;amet justo;479;4;null
1266;in tempor turpis;466;4;null
1267;consequat metus sapien ut nunc;446;4;null
1268;rutrum neque;472;4;null
1269;nulla neque libero convallis;410;4;null
1270;tempus vivamus in felis eu;467;4;null
1271;ac enim in tempor;490;4;null
1272;bibendum morbi;492;4;null
1273;sit amet;432;4;null
1274;nulla justo aliquam;482;4;null
1275;quis turpis;403;4;null
1276;aenean auctor gravida sem praesent;406;4;null
1277;integer ac;433;4;null
1278;quam suspendisse potenti nullam porttitor lacus;408;4;null
1279;eu sapien cursus;404;4;null
1280;imperdiet nullam orci pede venenatis;482;4;null
1281;consectetuer eget rutrum at;492;4;null
1282;nec nisi;496;4;null
1283;odio elementum eu interdum eu;457;4;null
1284;odio odio elementum eu;488;4;null
1285;dui vel nisl;442;4;null
1286;eros suspendisse accumsan tortor;420;4;null
1287;posuere cubilia curae duis faucibus accumsan;498;4;null
1288;et ultrices posuere cubilia curae;441;4;null
1289;in faucibus orci luctus et;413;4;null
1290;est quam pharetra;482;4;null
1291;enim leo rhoncus;457;4;null
1292;metus vitae ipsum;496;4;null
1293;dui vel nisl;461;4;null
1294;ut blandit non interdum in ante;449;4;null
1295;suspendisse ornare consequat lectus in est;406;4;null
1296;duis bibendum;420;4;null
1297;aliquam erat volutpat in;405;4;null
1298;placerat ante nulla justo aliquam;487;4;null
1299;cras mi;450;4;null
1300;bibendum felis;485;4;null
1301;leo maecenas pulvinar;435;4;null
1302;etiam faucibus cursus;454;4;null
1303;cursus id;480;4;null
1304;eget orci;402;4;null
1305;ante vivamus tortor;475;4;null
1306;quam a;409;4;null
1307;odio donec vitae nisi nam;402;4;null
1308;cubilia curae nulla;417;4;null
1309;nulla pede ullamcorper;482;4;null
1310;imperdiet nullam orci pede venenatis non;496;4;null
1311;orci luctus et ultrices posuere;400;4;null
1312;morbi vel lectus in quam fringilla;461;4;null
1313;sed interdum venenatis turpis;438;4;null
1314;morbi vel lectus in quam fringilla;473;4;null
1315;in hac habitasse platea;446;4;null
1316;eu mi;489;4;null
1317;turpis elementum ligula;460;4;null
1318;sit amet;492;4;null
1319;vestibulum ante;472;4;null
1320;morbi porttitor;420;4;null
1321;donec quis orci;429;4;null
1322;ut massa;427;4;null
1323;quis orci eget orci vehicula;440;4;null
1324;interdum mauris ullamcorper;428;4;null
1325;felis ut at dolor quis odio;426;4;null
1326;feugiat et eros vestibulum ac est;426;4;null
1327;a libero nam dui proin;422;4;null
1328;neque libero convallis eget;479;4;null
1329;diam nam tristique tortor eu;409;4;null
1330;justo lacinia eget;478;4;null
1331;eleifend pede libero quis;456;4;null
1332;id pretium iaculis;444;4;null
1333;cubilia curae duis faucibus accumsan;404;4;null
1334;lacus morbi quis;486;4;null
1335;nisl venenatis lacinia aenean sit amet;455;4;null
1336;cum sociis natoque penatibus et magnis;408;4;null
1337;eu est congue elementum;451;4;null
1338;purus phasellus in felis;467;4;null
1339;eu massa donec dapibus;450;4;null
1340;justo maecenas rhoncus aliquam;518;5;null
1341;posuere cubilia curae duis faucibus;587;5;null
1342;accumsan tellus nisi eu orci;514;5;null
1343;vel augue vestibulum;599;5;null
1344;vestibulum sed magna;591;5;null
1345;et commodo;532;5;null
1346;consequat in consequat ut nulla sed;518;5;null
1347;ac est lacinia;527;5;null
1348;mauris viverra diam vitae quam suspendisse;520;5;null
1349;ipsum dolor sit;575;5;null
1350;sed augue aliquam;576;5;null
1351;cubilia curae duis faucibus accumsan odio;545;5;null
1352;augue quam sollicitudin vitae;547;5;null
1353;diam in magna bibendum imperdiet nullam;543;5;null
1354;convallis duis consequat dui nec nisi;570;5;null
1355;eros viverra eget;525;5;null
1356;mauris vulputate elementum;561;5;null
1357;lobortis vel dapibus at diam;501;5;null
1358;sollicitudin vitae consectetuer;552;5;null
1359;pulvinar sed nisl nunc;590;5;null
1360;euismod scelerisque quam turpis;512;5;null
1361;praesent blandit nam nulla;512;5;null
1362;vulputate nonummy;591;5;null
1363;pede justo lacinia eget tincidunt;562;5;null
1364;lacus curabitur at ipsum;567;5;null
1365;lobortis convallis tortor risus;522;5;null
1366;dui maecenas tristique;574;5;null
1367;congue eget semper rutrum;555;5;null
1368;non ligula;555;5;null
1369;erat id mauris;557;5;null
1370;cubilia curae;572;5;null
1371;nisi vulputate nonummy maecenas;562;5;null
1372;donec odio justo;580;5;null
1373;magnis dis parturient montes nascetur;512;5;null
1374;nulla suspendisse potenti cras in purus;551;5;null
1375;quis libero;523;5;null
1376;rhoncus mauris enim leo rhoncus sed;536;5;null
1377;metus arcu;503;5;null
1378;consequat metus;579;5;null
1379;vestibulum quam sapien varius;576;5;null
1380;non sodales;590;5;null
1381;luctus et ultrices;590;5;null
1382;vulputate ut ultrices;559;5;null
1383;sapien a;542;5;null
1384;suspendisse potenti in eleifend;549;5;null
1385;accumsan tortor quis turpis sed ante;524;5;null
1386;fusce posuere;514;5;null
1387;vitae nisi;542;5;null
1388;non velit;506;5;null
1389;donec ut mauris eget massa tempor;507;5;null
1390;sit amet eleifend pede libero quis;528;5;null
